내용,Translated 내용
"중소기업에 적용이 불가능한 정책을 시행하니 대기업, 중소기업의 불평등만 커지지. 육아휴직 같은 정책이 오히려 여건을 나쁘게 한다.",The policy that cannot be applied to SMEs increases only inequality between large companies and SMEs.Policies such as parental leave make conditions worse.
일본이랑 비교가 되는가? 올해 0.65에 19.9만명 태어나는데ㅋㅋ 독보적 세계 최고다.,"Is it comparable to Japan?This year, 19.9 million people are born in 0.65."
육휴 시 미비혼 여직원이 주로 업무 땜빵맡는데 수당도 더 못받고 승진못함도 원인에 넣어야지.,"In the case of Yuk Hugh, the female employee is mainly in charge of the work, but he must not receive the allowance and cannot be promoted."
부모가 왜? 처음이니? 내 부모님이 계시는데! 부모는 예습이 아니라 복습이야! 내 부모가 이랬을때 나는 싫더라~그걸 작식에게 적용하는거~물론 상황이 다른 사람도 있지! 나는 오빠와 내가 아버지가 달라! 그래서 또 이런 상황에 예습하는거! 그리고 진짜 내 자식을 낳아 복습하는거지! 온전히 어른스럽게~,"Why are parents?Is it the first time?I have my parents!Parents are not preparation, but review!When my parents did this, I hate it ~ I apply it to my meal ~ Of course, some people have different people!I am different from my brother and my father!So again to prepare for this situation!And I really have my child and review it!Totally mature ~"
유전자라는게 진짜 신기한게 완벽히 엄마를 닮아도 걷는건 아빠의 팔자걸음! 날 닮은 사람이 보기 싫다는건 나를 부정하고 나를 창피하다 생각하는 사람이 많은거~ 즉! 한국은 이상한 나라!,It's really amazing that it's a gene.A lot of people who deny me and think of me as a person who resembles me.Korea is a strange country!
둘 다~무식한 나라는 맞음~일본은 잘났다 하지만~많이 죽인걸로 세상은 알아주니까! 그래서 한국은 많이 죽고! 이런게 다~ 무슨 소용! 내 친할아버지는 동경 무슨현으로 강제로 징집당해서 그곳에서 내 아버지를 낳아서 내 초본에 한자로 동경 무슨현 이라고 찍히는게 너무 창피해! 그냥 한국 사람이면 이런거 없애주길! 초본에 이런거 남는거 창피해!,"Both ~ ignorant countries are right ~ Japan is good, but I know the world by killing a lot!So Korea dies a lot!This is all ~ what is the use!My friend's father is forced to be forced to be drafted and gives birth to my father there and is so embarrassed to be a Chinese character in my herb.If you are a Korean, please get rid of this!I'm embarrassed to leave something like this in herbs!"
"1999: 여성인권 낮다, 남성이 더 노력해야 (출산율 1.4)2000: 여성인권 낮다, 남성이 더 노력해야
2001: 여성인권 낮다, 남성이 더 노력해야
2002 : 여성인권 낮다, 남성이 더 노력해야
.
.
.
2024: 여성인권 낮다, 남성이 더 노력해야 (출산율 0.7)

이걸 봐도 알겠지만 여가부 만들고 무슨 정책을 펴고 무슨 지원금을 주고 무슨 전형을 넣어줘도 오히려 역효과만 났음. 이런 정책들 자체가 유럽식 리버럴리즘에 기반해있는데 그 유토피아라던 북유럽은 이미 소말리아 시리아 난민에게 나라 따먹히는 중. 조","1999: Women's human rights are low, men must try more (birth rate 1.4) 2000: Women's human rights, men should try more
2001: Women's human rights are low, men should try more
2002: Women's human rights are low, men should try more
.
.
.
2024: Women's human rights are low, men must try more (birth rate 0.7)

As you can see this, even if you make a leisure, what's the policy, what funds you give, and what kind of screening you give.These policies themselves are based on European liberalism, and Northern Europe, which is the utopia, is already surrounded by Somalia Syrian refugees.article"
고만고만한 애들한테 돈 쓴다고 되는게 아니다,It is not said that it spends money to the children who are very good.
"일본이 아니라 대만, 홍콩이랑 같은 선상에 놔야지","It's not Japan, but Taiwan and Hong Kong should be put on the same line"
아이를 낳으면 최소한 대학교 졸업까지는 국가가 무상으로 책임져 주면 모를까 제한몸 건사하는것도 귀찮아하는 요즘 젊은 애들이 애를 낳겠나,"If you have a child, you will not know if the state is responsible for free until you graduate from a university."
출산율 늘리는 방법 ㅇ돔을 없애야. 피임기구 없애면 해결  .,How to increase the birth rate ㅇ Dome.Solve when eliminating contraceptives.
"결혼한 부부는 아이 가지려면 둘이 일해야할뿐임쩌어기 지방 땅값싼곳에 새내기 신혼부부는 안간다.
아이 아플때 빨리 병원가고, 근처 마트 장보고, 버스/지하철 대중교통 잘뚫린 수도권등 주변 인프라 구축 잘되있는곳 살려한다!!
그런데 젠장!!!!! 집값이....ㅠㅠ
무조건 둘이 벌어야 한다~","The married couple only have to work to have a child, but they are not newly married couples in cheap local lands.
When I get sick, I go to the hospital quickly, go to a nearby mart, bus/subway public transportation, etc.
But shit !!!!!The price of the house .... ㅠㅠ
You must earn two unconditionally ~"
기업이 육아휴직등을 당연하게 지켜나가도록 선거에 잇슈화해라. 남자는 못하는게 현실이다. 대기업조차도,Try the election so that companies take care of parental leave.It is a reality that men can't.Even large companies
육아휴직이나 공무원이나 이런직군만 가능하지  좋은 일자리를 많이 만들어 대기업만 해외에 안 나가도 좋은 일자리 많이 생기겠네,"There will be a lot of jobs that can only go abroad because they have a lot of good jobs that are only possible with parental leave, public officials, or job groups."
"출산이라는 행위 자체가 생명을 탄생시키는 거고 한 인격체를 만드는 거라 어마어마한 책임감이 필요한 것인데 무슨 돈을 주고 뭘 해봐야 하겠냐고. 사회 가치관이 붕괴하는 게 원인인데 왜 자꾸 엉뚱한 거에 세금만 낭비하고 있는 건가? 공산주의가 경제난과 산업붕괴를 해결할 수 없듯이 지금 대한민국의 자유민주주의라는 허울좋은 체제도 국가소멸, 민족멸종을 막을 수 없다. 결국 누군가가 총대를 메고 피와 뼈를 깎는 결단을 내려야 다음 세대가 탄생하고 수혜룰 입을 수가 있는 거다.","The act of childbirth itself is the birth of life and makes a person's personality.It is caused by the collapse of social values. Why are you wasting only taxes on the wrong thing?Just as communism cannot solve economic difficulties and industrial collapse, the good system of liberal democracy in the Republic of Korea cannot prevent the disappearance of the state and the extinction of the nation.In the end, someone should carry a commissioner and make a decision to cut blood and bones, then the next generation can be born and beneficiary rule."
이게 다 부동산 정책 말아먹은 문재앙 때문이다,This is because of the Moonjae -jok that was eaten by the real estate policy.
바람피우지말고 주주를 위해 뛰어주세요..주가 꼬라지 좀 보세요,Don't cheat and run for the shareholder.
"may the force be with tony Excellence original 명실상부한 대한민국 경제 수장 가리발디 특사 Sprezzatura 명군! Coup d oeil 통찰력 심모원려 거안사위ㅡ사측유비ㅡ유비무환 strategy ' 한산섬 달 밝은 밤에 수루에 홀로앉아 큰칼 옆에차고 깊은 시름 하는차에 어디서 일성호가는 남의 애를 끊나니 ' 장군은 이겨놓고 싸우는 법! SK SYSTEM JUMP UP 맑고 ( 지혜롭게 ) Integrity 숭고한 고귀한 고결성 
& 윤리 Compliance 
향기 ( 사랑ㆍ자비)
롭게!","May the force be with Tony Excellence Original.COUP D OEIL Insights Eyes Earth Siman Son -Son -System -Side Ubi -Ubi Muhwan Strategy 'Hansan Island Sit alone in Suru on a bright night, and she's a big sword next to a big knife.Sk system jump up
& Ethics Compliance
Fragrance (love, mercy)
Right!"
"저출산고령사회위원회 직원들 부터 바꿔라. 부정채용 뉴스에 나오고~ 무능력한 직원들 다 놀고 있다. 민원 전화도 안받고 대답도 못한다. 

[MBN 단독] 서류전형 탈락했는데 최종 합격…대통령직속 위원회의 '수상한 공채'
https://naver.me/xPvX0aUL","Change from the employees of the low birthrate aging social committee.It appears in fraudulent hiring news and is playing all of the incompetent employees.I can't answer the complaint phone and I can't answer it.

[MBN exclusive] Documents were eliminated, but the final pass…'Awarded bond' of the presidential committee
https://naver.me/xpvx0aul"
최대 2년 단기직이라서 그렇죠...보건소만 해도 정년 보장하는 정규직 뽑으면 경쟁율 셉니다.... 단기 알바생이 제대로 하겠어요????,"It's because it's a short -term job for up to 2 years ... If you choose a full -time employment that guarantees retirement age, you will be able to compete."
왜 의사만 계약직인데? 그러니까 가지를 않지.,Why only a doctor?So don't go.
65세 정년보장도 안되는데 왜가냐.,I can't guarantee the 65 -year -old retirement age.
그럼 그 많은 의사들은 성형외과 피부과 오픈햇어 상담원으로 일하나 보지!! 공부했어 절반이상이 상담의사로 취직한듯!! 그러니 나랏가 이모양이것지!!,Then many doctors work as a plastic surgery dermatologist and work as a counselor!I studied more than half of my counselor!So Narat's shape is this!
이게 다 포괄수가제라는 정책을 십여년동안 박민수 보건복지부차관이 만들어서 실행한 결과입니다.결국 산부인과 소아과는 망하고 고위험 리스크때문에 기피진료과목이 된거죠.박민수는 책임져야합니다.,This is the result of the comprehensive and executive of the Ministry of Health and Welfare for 10 years.
